,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SaleFlag
259,20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1956,1956,Gable,TA,TA,PConc,,,0,0,0,GasA,Gd,Y,FuseA,882,0,882,1,0,2,1,TA,4,0,,1,308,45,0,,,12,2008,Normal,Normal
260,80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,6,5,1962,1962,Gable,TA,TA,CBlock,TA,TA,672,0,1362,GasA,TA,Y,SBrkr,1382,0,1382,1,0,3,1,TA,6,1,TA,2,884,0,0,,GdWo,5,2009,Normal,Normal
261,60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2007,2007,Gable,Gd,TA,PConc,Ex,TA,0,1482,1482,GasA,Ex,Y,SBrkr,1482,1092,2574,2,1,3,1,Ex,10,1,Gd,3,868,148,0,,,11,2007,Partial,Abnorml
262,80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,6,7,1977,1995,Gable,TA,TA,CBlock,Gd,Gd,506,0,506,GasA,TA,Y,SBrkr,1212,0,1212,1,0,3,1,TA,6,1,TA,2,492,12,0,,GdWo,7,2006,Normal,Normal
263,50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,7,1929,2001,Gable,TA,TA,BrkTil,TA,TA,234,0,926,GasA,TA,Y,SBrkr,926,0,1316,1,0,3,1,TA,6,0,,2,484,0,0,,,4,2010,Normal,Normal
264,30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,1Fam,1Story,5,5,1925,2004,Gable,TA,TA,BrkTil,Fa,TA,0,680,680,GasA,Gd,N,FuseP,764,0,764,1,0,2,1,TA,4,0,,2,504,0,0,,,6,2008,Normal,Normal
265,20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1981,1981,Gable,TA,Gd,CBlock,Gd,TA,588,606,1422,GasA,TA,Y,SBrkr,1422,0,1422,2,0,3,1,Gd,7,1,TA,2,576,0,0,,GdPrv,6,2008,Normal,Normal
266,60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,TA,PConc,Gd,TA,714,88,802,GasA,Gd,Y,SBrkr,802,709,1511,2,1,3,1,TA,8,1,TA,2,413,75,0,,,6,2006,Normal,Normal
267,75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,1Fam,2.5Fin,5,8,1939,1997,Gable,TA,TA,PConc,TA,TA,378,342,720,GasA,Ex,Y,SBrkr,1052,720,2192,2,1,4,1,Gd,8,1,Gd,1,240,24,0,,,7,2008,Normal,Normal
268,30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1940,1955,Gable,TA,TA,CBlock,TA,TA,403,212,740,GasA,Ex,Y,SBrkr,778,0,778,1,0,2,1,TA,4,1,Gd,1,924,25,0,,,2,2008,Normal,Normal
269,20,RL,,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1976,1976,Hip,TA,Gd,CBlock,TA,Gd,751,392,1143,GasA,TA,Y,SBrkr,1113,0,1113,1,1,3,1,TA,6,1,Fa,1,504,30,0,,GdPrv,5,2007,Normal,Normal
270,60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,0,1095,1095,GasA,Gd,Y,SBrkr,1095,844,1939,2,1,3,1,Gd,8,1,Gd,3,1053,51,0,,,8,2006,Partial,Abnorml
271,20,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,1Fam,1Story,7,7,1954,2005,Flat,TA,TA,CBlock,Gd,TA,226,96,1385,GasA,Ex,Y,SBrkr,1363,0,1363,1,0,2,1,TA,5,2,TA,2,439,0,0,,,4,2008,Normal,Normal
272,60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,8,7,1999,2007,Gable,Gd,TA,PConc,Gd,TA,524,628,1152,GasA,Ex,Y,SBrkr,1164,1106,2270,2,1,4,1,Gd,9,1,Gd,3,671,57,0,,,4,2010,Normal,Normal
273,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1958,1988,Hip,TA,TA,CBlock,TA,TA,620,0,1240,GasA,Gd,Y,SBrkr,1632,0,1632,2,0,3,1,TA,6,1,Gd,1,338,0,0,,MnPrv,4,2009,Normal,Normal
274,20,RL,76.0,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1982,1982,Gable,TA,TA,CBlock,TA,TA,546,270,816,GasA,TA,Y,SBrkr,816,0,816,1,0,2,1,TA,5,0,,1,264,0,0,,,6,2007,Normal,Normal
275,50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,7,7,1925,2007,Gable,Gd,Gd,BrkTil,TA,TA,0,952,952,GasW,Gd,N,SBrkr,952,596,1548,2,1,3,1,Ex,5,0,,2,672,0,0,,,10,2009,Normal,Normal
276,20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2003,2003,Gable,Gd,TA,PConc,Ex,TA,0,1560,1560,GasA,Ex,Y,SBrkr,1560,0,1560,2,0,3,1,Gd,7,0,,2,573,150,0,,,4,2010,Normal,Normal
277,20,RL,140.0,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,5,1951,1951,Gable,TA,TA,CBlock,TA,TA,120,744,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,2,1,TA,4,0,,2,400,0,0,,,6,2010,Normal,Normal
278,20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,9,5,2006,2007,Gable,Ex,TA,PConc,Ex,TA,0,2121,2121,GasA,Ex,Y,SBrkr,2121,0,2121,2,1,3,1,Ex,8,1,Ex,3,732,98,0,,,5,2007,Partial,Abnorml
279,60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1977,1977,Hip,TA,TA,CBlock,Gd,TA,392,768,1160,GasA,Ex,Y,SBrkr,1156,866,2022,2,1,4,1,TA,8,1,TA,2,505,117,0,,,3,2008,Normal,Normal
280,60,RL,82.0,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,1989,1989,Gable,Gd,TA,CBlock,Gd,TA,421,386,807,GasA,Gd,Y,SBrkr,1175,807,1982,2,1,3,1,Gd,7,1,TA,2,575,84,0,,,1,2007,Normal,Normal
281,20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,905,357,1262,GasA,Gd,Y,SBrkr,1262,0,1262,2,0,2,1,Gd,5,0,,2,572,120,0,,,5,2006,Partial,Abnorml
282,120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,1Story,7,5,2007,2008,Gable,Gd,TA,PConc,Gd,TA,904,410,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,2,1,Gd,6,1,Gd,2,626,62,0,,,4,2009,Normal,Normal
283,20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2008,2009,Gable,Gd,TA,PConc,Gd,TA,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,1468,2,0,3,1,Gd,6,1,Gd,3,898,150,0,,,12,2009,Partial,Abnorml
284,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1992,1992,Gable,Gd,TA,PConc,Gd,TA,430,1145,1575,GasA,Gd,Y,SBrkr,1575,0,1575,2,0,2,1,Gd,5,0,,2,529,0,0,,,7,2007,Normal,Normal
285,160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,5,2006,2007,Gable,Gd,TA,PConc,Gd,TA,0,625,625,GasA,Ex,Y,SBrkr,625,625,1250,2,1,2,1,Gd,5,0,,2,528,54,0,,,6,2007,Partial,Abnorml
286,50,RL,77.0,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,7,1962,1981,Gable,TA,TA,CBlock,TA,TA,600,312,912,GasA,TA,Y,SBrkr,1085,649,1734,1,1,3,1,Gd,7,1,Gd,2,440,0,0,,GdPrv,6,2006,Normal,Normal
287,20,RL,,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,4,1971,1971,Gable,TA,TA,CBlock,TA,TA,614,244,858,GasA,TA,Y,SBrkr,858,0,858,1,0,3,1,TA,5,0,,0,0,0,0,,,6,2006,Normal,Normal
288,20,RL,,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1967,1967,Gable,TA,Gd,CBlock,TA,TA,450,432,882,GasA,TA,Y,SBrkr,900,0,900,1,0,3,1,TA,5,0,,1,280,0,0,,MnPrv,2,2010,Normal,Normal
289,70,RL,60.0,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,7,1915,2003,Gable,TA,TA,BrkTil,TA,TA,0,698,698,GasA,Ex,Y,FuseA,698,698,1396,1,0,3,1,TA,7,0,,1,384,0,0,,,7,2007,Normal,Normal
290,60,RL,120.0,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,0,1079,1079,GasA,Ex,Y,SBrkr,1079,840,1919,2,1,3,1,Gd,8,1,Gd,2,685,51,0,,,7,2006,Partial,Abnorml
291,190,RL,55.0,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,2fmCon,2Story,5,6,1912,2000,Gable,TA,Fa,PConc,TA,Fa,210,570,780,GasA,Ex,N,SBrkr,936,780,1716,2,0,6,1,Fa,9,0,,0,0,184,0,,,3,2008,Normal,Normal
292,50,RL,60.0,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,4,1949,2008,Gable,TA,TA,CBlock,TA,TA,292,476,768,GasA,Gd,Y,SBrkr,1148,568,1716,1,1,3,1,TA,8,1,Gd,1,281,0,0,,,1,2009,Normal,Normal
293,60,RL,,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,7,1977,1994,Gable,TA,TA,CBlock,TA,TA,795,0,795,GasA,Fa,Y,SBrkr,1468,795,2263,2,1,3,1,Gd,9,1,TA,2,539,250,0,,,3,2006,Normal,Normal
294,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1953,1953,Hip,TA,TA,CBlock,TA,TA,1285,131,1416,GasA,TA,Y,SBrkr,1644,0,1644,1,0,3,1,TA,7,2,Gd,2,418,0,0,,,10,2009,Normal,Normal
295,80,RL,37.0,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SLvl,6,6,1984,1984,Gable,TA,TA,CBlock,TA,TA,819,184,1003,GasA,TA,Y,SBrkr,1003,0,1003,1,0,3,1,TA,6,0,,2,588,0,0,,GdPrv,3,2006,Normal,Normal
296,50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1950,1950,Gable,TA,TA,CBlock,TA,TA,420,490,910,GasA,TA,Y,FuseA,910,648,1558,1,1,4,1,TA,6,0,,1,282,0,0,,MnPrv,6,2007,Normal,Normal
297,60,FV,66.0,7399,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1997,1998,Hip,Gd,TA,PConc,Gd,TA,649,326,975,GasA,Ex,Y,SBrkr,975,975,1950,2,1,3,1,Gd,7,1,TA,2,576,10,0,,,6,2007,Normal,Normal
298,60,RL,90.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,6,1968,1968,Mansard,Gd,TA,CBlock,TA,TA,384,143,702,GasA,Gd,Y,SBrkr,1041,702,1743,1,2,3,1,TA,7,1,Gd,2,539,0,0,,,6,2007,Normal,Normal
299,20,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,8,1950,2004,Gable,TA,Gd,CBlock,TA,TA,0,1092,1092,GasA,Ex,Y,SBrkr,1152,0,1152,1,0,3,1,Gd,6,1,Gd,1,300,36,0,,GdPrv,8,2009,Family,Abnorml
300,190,RL,90.0,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,2fmCon,1Story,5,5,1953,1953,Hip,TA,TA,CBlock,TA,TA,841,324,1165,GasA,TA,Y,SBrkr,1336,0,1336,1,0,2,1,TA,5,2,Gd,1,375,0,0,,,6,2006,Normal,Normal
301,60,RL,66.0,16226,Pave,IR3,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1998,1999,Gable,Gd,TA,PConc,Gd,TA,281,747,1028,GasA,Ex,Y,SBrkr,1210,1242,2452,2,1,4,1,Gd,9,1,TA,2,683,50,0,,,5,2007,Normal,Normal
302,20,RL,118.0,13704,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2001,2002,Gable,Gd,TA,PConc,Gd,TA,0,1541,1541,GasA,Ex,Y,SBrkr,1541,0,1541,2,0,3,1,Gd,6,1,TA,3,843,81,0,,,1,2006,Normal,Normal
303,20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1972,1972,Gable,TA,TA,PConc,TA,TA,894,0,894,GasA,TA,Y,SBrkr,894,0,894,1,0,3,1,TA,5,0,,2,552,0,0,,GdWo,7,2006,Abnorml,Abnorml
304,75,RM,87.0,18386,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Fin,7,9,1880,2002,Gable,TA,TA,BrkTil,TA,TA,0,1470,1470,GasA,Ex,Y,SBrkr,1675,1818,3493,3,0,3,1,Gd,10,1,Ex,3,870,0,0,,,5,2008,Normal,Normal
305,20,RL,80.0,10386,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,1464,536,2000,GasA,Ex,Y,SBrkr,2000,0,2000,2,0,3,1,Gd,8,0,,3,888,0,0,,,7,2007,Normal,Normal
306,60,RL,116.0,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1990,1991,Gable,Gd,TA,CBlock,Gd,TA,700,0,700,GasA,Gd,Y,SBrkr,1122,1121,2243,2,1,4,1,Gd,8,1,TA,3,746,44,0,,,6,2007,Normal,Normal
307,50,RM,,7920,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,7,1920,1950,Gable,TA,Fa,CBlock,TA,TA,0,319,319,GasA,TA,Y,FuseA,1035,371,1406,1,0,3,1,Fa,6,0,,0,0,144,0,,MnPrv,3,2008,Normal,Normal
308,30,RL,,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1940,1950,Gable,TA,TA,CBlock,TA,TA,262,599,861,GasA,Ex,Y,SBrkr,861,0,861,1,0,1,1,TA,4,0,,2,539,0,0,,,3,2009,Normal,Normal
309,20,RL,90.0,12378,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,9,5,2003,2004,Gable,Gd,TA,PConc,Ex,TA,1274,622,1896,GasA,Ex,Y,SBrkr,1944,0,1944,2,0,3,1,Ex,8,3,Ex,3,708,175,0,,,11,2006,Normal,Normal
310,60,RL,,7685,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1993,1994,Gable,TA,TA,PConc,Gd,TA,518,179,697,GasA,Gd,Y,SBrkr,697,804,1501,2,1,3,1,Gd,6,1,TA,2,420,63,0,,,5,2006,Normal,Normal
311,20,RL,50.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1948,2002,Gable,TA,Gd,CBlock,TA,TA,680,292,972,GasA,Ex,Y,SBrkr,972,0,972,1,0,2,1,TA,5,1,Gd,1,240,0,0,,,5,2009,Normal,Normal
312,190,RM,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,5,7,1939,1950,Gable,TA,TA,CBlock,Gd,TA,507,286,793,GasA,TA,Y,SBrkr,793,325,1118,1,0,3,1,TA,5,1,Gd,2,410,0,0,,MnPrv,5,2006,Normal,Normal
313,20,RL,150.0,215245,Pave,IR3,Low,AllPub,Inside,Sev,1Fam,1Story,7,5,1965,1965,Hip,TA,TA,CBlock,Gd,TA,1236,80,2136,GasW,TA,Y,SBrkr,2036,0,2036,2,0,3,1,TA,8,2,Gd,2,513,0,0,,,6,2009,Normal,Normal
314,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,7,1925,1990,Gable,TA,TA,BrkTil,TA,Gd,16,712,728,GasA,Ex,Y,SBrkr,832,809,1641,1,1,3,1,Ex,6,1,Gd,2,546,0,0,,,8,2006,Normal,Normal
315,60,RL,71.0,7795,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,425,291,716,GasA,Ex,Y,SBrkr,716,716,1432,2,1,3,1,Gd,6,1,Gd,2,432,51,0,,,7,2009,Normal,Normal
316,60,RL,94.0,13005,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,7,1980,1980,Gable,Gd,TA,CBlock,Gd,TA,692,153,845,GasA,TA,Y,SBrkr,1153,1200,2353,2,1,4,1,Ex,10,1,TA,2,484,195,0,,GdPrv,8,2009,Normal,Normal
317,60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,0,1088,1088,GasA,Ex,Y,SBrkr,1088,871,1959,2,1,3,1,Gd,8,1,Gd,3,1025,46,0,,,12,2007,Normal,Normal
318,60,RL,90.0,9900,Pave,Reg,Low,AllPub,Inside,Mod,1Fam,2Story,7,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,987,360,1347,GasA,Ex,Y,SBrkr,1372,1274,2646,2,1,4,1,Gd,9,1,TA,3,656,60,0,,,4,2009,Normal,Normal
319,80,RL,,14115,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,7,5,1980,1980,Gable,TA,TA,CBlock,Gd,TA,1036,336,1372,GasA,TA,Y,SBrkr,1472,0,1472,2,0,3,1,TA,6,2,TA,2,588,48,0,,,6,2009,Normal,Normal
320,60,RL,111.0,16259,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,9,5,2006,2006,Gable,TA,TA,PConc,Ex,Gd,0,1249,1249,GasA,Ex,Y,SBrkr,1249,1347,2596,3,1,4,1,Gd,9,0,,3,840,154,0,,,9,2006,Partial,Abnorml
321,60,RL,99.0,12099,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2004,2004,Gable,Gd,TA,PConc,Ex,TA,970,166,1136,GasA,Ex,Y,SBrkr,1136,1332,2468,2,1,4,1,Gd,10,1,Gd,3,872,154,0,,,6,2007,Normal,Normal
322,60,RL,86.0,10380,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1986,1987,Gable,Gd,TA,CBlock,TA,TA,28,0,1502,GasA,Ex,Y,SBrkr,1553,1177,2730,2,1,4,1,Gd,8,1,TA,2,576,96,0,,MnPrv,8,2007,Normal,Normal
323,20,RM,49.0,5820,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,3,8,1955,2005,Gable,TA,Gd,CBlock,TA,TA,256,906,1162,GasA,Ex,Y,SBrkr,1163,0,1163,1,0,3,1,TA,6,0,,1,220,98,0,,,7,2006,Normal,Normal
324,80,RL,96.0,11275,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,7,7,1967,2007,Mansard,Gd,Gd,CBlock,Gd,TA,0,710,710,GasA,Ex,Y,SBrkr,1898,1080,2978,2,1,5,1,Gd,11,1,Gd,2,564,0,0,,,6,2010,Normal,Normal
325,45,RM,50.0,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,5,6,1941,1950,Gable,TA,TA,CBlock,TA,TA,116,604,720,GasA,Po,N,FuseF,803,0,803,1,0,2,1,TA,5,0,,2,360,0,0,,,12,2007,Normal,Normal
326,120,RL,32.0,10846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,1Story,8,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,1619,100,1719,GasA,Ex,Y,SBrkr,1719,0,1719,1,1,1,1,Gd,6,2,Gd,2,473,30,0,,,5,2008,Normal,Normal
327,20,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1960,1960,Hip,TA,TA,CBlock,TA,TA,565,818,1383,GasA,TA,Y,SBrkr,1383,0,1383,1,1,3,1,TA,7,0,,1,292,45,0,,,4,2006,Normal,Normal
328,75,RL,,11888,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,2.5Unf,6,6,1916,1994,Gable,TA,TA,BrkTil,TA,TA,0,844,844,GasA,Gd,N,FuseA,1445,689,2134,2,0,5,1,Gd,10,0,,2,441,60,0,,,7,2009,Normal,Normal
329,70,RM,60.0,6402,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,5,5,1920,1950,Gable,TA,TA,PConc,TA,TA,0,596,596,GasA,TA,N,SBrkr,596,596,1192,1,0,3,1,TA,6,0,,1,189,0,0,,GdWo,7,2009,Normal,Normal
330,90,RL,,10624,Pave,IR1,Lvl,AllPub,Inside,Gtl,Duplex,1Story,5,4,1964,1964,Gable,TA,TA,CBlock,TA,TA,40,1424,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,6,2,TA,10,0,,1,352,0,0,,,11,2007,Normal,Normal
331,20,RL,70.0,8176,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1958,1992,Gable,TA,TA,CBlock,TA,TA,846,210,1056,GasA,Fa,Y,SBrkr,1056,0,1056,1,0,3,1,TA,6,0,,1,308,0,0,,,8,2007,Normal,Normal
332,20,RL,85.0,10655,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2003,2004,Gable,Gd,TA,PConc,Gd,TA,1124,1603,3206,GasA,Ex,Y,SBrkr,1629,0,1629,2,0,3,1,Gd,7,1,Gd,3,880,0,0,,,10,2009,Normal,Normal
333,120,RM,59.0,8198,Pave,Reg,Lvl,AllPub,FR3,Gtl,TwnhsE,1Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,720,638,1358,GasA,Ex,Y,SBrkr,1358,0,1358,2,0,2,1,Gd,6,1,Gd,2,484,30,0,,,7,2008,Normal,Normal
334,60,RL,59.0,9042,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1998,1998,Gable,TA,TA,PConc,Gd,TA,828,115,943,GasA,Gd,Y,SBrkr,943,695,1638,2,1,3,1,TA,7,2,TA,2,472,38,0,,,7,2008,Normal,Normal
335,190,RL,,164660,Grvl,IR1,HLS,AllPub,Corner,Sev,2fmCon,1.5Fin,5,6,1965,1965,Gable,TA,TA,CBlock,TA,TA,1249,103,1499,GasA,Ex,Y,SBrkr,1619,167,1786,2,0,3,1,TA,7,2,Gd,2,529,0,0,,,8,2008,Normal,Normal
336,20,RL,86.0,14157,Pave,IR1,HLS,AllPub,Corner,Gtl,1Fam,1Story,9,5,2005,2006,Hip,Gd,TA,PConc,Ex,TA,1249,673,1922,GasA,Ex,Y,SBrkr,1922,0,1922,2,0,3,1,Gd,8,1,Gd,3,676,51,0,,,7,2007,Normal,Normal
337,20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2002,2003,Gable,Gd,TA,PConc,Gd,TA,810,726,1536,GasA,Ex,Y,SBrkr,1536,0,1536,2,0,3,1,Gd,7,0,,2,532,74,0,,,12,2008,Normal,Normal
338,20,RL,91.0,14145,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,7,1984,1998,Gable,Gd,TA,CBlock,Gd,TA,213,995,1208,GasA,Ex,Y,SBrkr,1621,0,1621,2,0,3,1,Gd,8,0,,2,440,45,0,,,5,2006,Normal,Normal
339,20,RL,66.0,12400,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1958,1998,Hip,TA,TA,CBlock,TA,Fa,585,630,1215,GasA,TA,Y,FuseA,1215,0,1215,1,0,3,1,TA,6,0,,1,297,0,0,,,6,2009,Normal,Normal
340,60,RL,85.0,14191,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2002,2002,Gable,Gd,TA,PConc,Gd,TA,0,967,967,GasA,Ex,Y,SBrkr,993,915,1908,2,1,4,1,Gd,9,0,,2,431,0,0,,,4,2010,Normal,Normal
341,20,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,4,1950,1950,Gable,Fa,Fa,CBlock,TA,Fa,0,721,721,GasA,Gd,Y,SBrkr,841,0,841,1,0,2,1,TA,4,0,,1,294,0,0,,,9,2009,Normal,Normal
342,90,RL,,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,3,4,1949,1950,Gable,TA,TA,Slab,,,0,0,0,Wall,Fa,N,FuseA,1040,0,1040,2,0,2,2,TA,6,0,,2,400,0,0,,,5,2006,Normal,Normal
343,120,RL,63.0,8849,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,9,5,2005,2005,Hip,Ex,TA,PConc,Ex,TA,28,1656,1684,GasA,Ex,Y,SBrkr,1684,0,1684,2,0,2,1,Ex,6,1,Ex,2,564,72,0,,,7,2008,Normal,Normal
344,160,RM,36.0,2592,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,5,3,1976,1976,Gable,TA,TA,CBlock,Gd,TA,129,175,536,GasA,TA,Y,SBrkr,536,576,1112,1,1,3,1,TA,4,0,,1,336,0,0,,,4,2010,Normal,Normal
345,50,RL,65.0,6435,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1939,1950,Gable,TA,TA,BrkTil,TA,TA,0,972,972,GasA,Gd,Y,SBrkr,972,605,1577,1,0,3,1,Fa,6,1,Gd,1,312,0,0,,,10,2006,Normal,Normal
346,20,RL,,12772,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,6,8,1960,1998,Hip,TA,Gd,CBlock,TA,TA,498,460,958,GasA,TA,Y,SBrkr,958,0,958,1,0,2,1,TA,5,0,,1,301,0,0,,,4,2007,Normal,Normal
